SEIFA series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(SEIFA series_tooltip)-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
1 (lowest socioeconomic area),Total,0,0.8659967537,0.8659967537,2006-11-01 00:00:00,November 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8670735791,0.8670735791,2006-12-01 00:00:00,December 2006,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8638262619,0.8638262619,2007-01-01 00:00:00,January 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.867998056,0.867998056,2007-02-01 00:00:00,February 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8768974967,0.8768974967,2007-03-01 00:00:00,March 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8755880759,0.8755880759,2007-04-01 00:00:00,April 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8743409125,0.8743409125,2007-05-01 00:00:00,May 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8752801863,0.8752801863,2007-06-01 00:00:00,June 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8728893139,0.8728893139,2007-07-01 00:00:00,July 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8712285598,0.8712285598,2007-08-01 00:00:00,August 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8726258991,0.8726258991,2007-09-01 00:00:00,September 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.87357558,0.87357558,2007-10-01 00:00:00,October 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8755434914,0.8755434914,2007-11-01 00:00:00,November 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8764938645,0.8764938645,2007-12-01 00:00:00,December 2007,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8745082155,0.8745082155,2008-01-01 00:00:00,January 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8791121549,0.8791121549,2008-02-01 00:00:00,February 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8867188452,0.8867188452,2008-03-01 00:00:00,March 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8846231307,0.8846231307,2008-04-01 00:00:00,April 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.883102511,0.883102511,2008-05-01 00:00:00,May 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8825997978,0.8825997978,2008-06-01 00:00:00,June 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8813344782,0.8813344782,2008-07-01 00:00:00,July 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8818786665,0.8818786665,2008-08-01 00:00:00,August 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8800280519,0.8800280519,2008-09-01 00:00:00,September 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8826822845,0.8826822845,2008-10-01 00:00:00,October 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8852130777,0.8852130777,2008-11-01 00:00:00,November 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8803883169,0.8803883169,2008-12-01 00:00:00,December 2008,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8817174334,0.8817174334,2009-01-01 00:00:00,January 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8866787863,0.8866787863,2009-02-01 00:00:00,February 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8944493825,0.8944493825,2009-03-01 00:00:00,March 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8921741182,0.8921741182,2009-04-01 00:00:00,April 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8924741721,0.8924741721,2009-05-01 00:00:00,May 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8912496478,0.8912496478,2009-06-01 00:00:00,June 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.885656493,0.885656493,2009-07-01 00:00:00,July 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8843258318,0.8843258318,2009-08-01 00:00:00,August 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8870884357,0.8870884357,2009-09-01 00:00:00,September 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8958604802,0.8958604802,2009-10-01 00:00:00,October 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8927995509,0.8927995509,2009-11-01 00:00:00,November 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8907730558,0.8907730558,2009-12-01 00:00:00,December 2009,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8918415543,0.8918415543,2010-01-01 00:00:00,January 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.894419119,0.894419119,2010-02-01 00:00:00,February 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8994573539,0.8994573539,2010-03-01 00:00:00,March 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9008187335,0.9008187335,2010-04-01 00:00:00,April 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8982736682,0.8982736682,2010-05-01 00:00:00,May 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8971519816,0.8971519816,2010-06-01 00:00:00,June 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8951218626,0.8951218626,2010-07-01 00:00:00,July 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8947957232,0.8947957232,2010-08-01 00:00:00,August 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8945011468,0.8945011468,2010-09-01 00:00:00,September 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8955145461,0.8955145461,2010-10-01 00:00:00,October 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8949648441,0.8949648441,2010-11-01 00:00:00,November 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8960438977,0.8960438977,2010-12-01 00:00:00,December 2010,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.895668989,0.895668989,2011-01-01 00:00:00,January 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.8980991888,0.8980991888,2011-02-01 00:00:00,February 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9032083197,0.9032083197,2011-03-01 00:00:00,March 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9050513874,0.9050513874,2011-04-01 00:00:00,April 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9025876175,0.9025876175,2011-05-01 00:00:00,May 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9033635713,0.9033635713,2011-06-01 00:00:00,June 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9017758191,0.9017758191,2011-07-01 00:00:00,July 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.901390178,0.901390178,2011-08-01 00:00:00,August 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9034050401,0.9034050401,2011-09-01 00:00:00,September 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9044207563,0.9044207563,2011-10-01 00:00:00,October 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9042036695,0.9042036695,2011-11-01 00:00:00,November 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9056392215,0.9056392215,2011-12-01 00:00:00,December 2011,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9045488351,0.9045488351,2012-01-01 00:00:00,January 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9074826242,0.9074826242,2012-02-01 00:00:00,February 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9127958886,0.9127958886,2012-03-01 00:00:00,March 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9123176458,0.9123176458,2012-04-01 00:00:00,April 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9124246228,0.9124246228,2012-05-01 00:00:00,May 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9128300064,0.9128300064,2012-06-01 00:00:00,June 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9088217043,0.9088217043,2012-07-01 00:00:00,July 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9095302894,0.9095302894,2012-08-01 00:00:00,August 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9127428007,0.9127428007,2012-09-01 00:00:00,September 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9119037087,0.9119037087,2012-10-01 00:00:00,October 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.913267738,0.913267738,2012-11-01 00:00:00,November 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9140683694,0.9140683694,2012-12-01 00:00:00,December 2012,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.912751631,0.912751631,2013-01-01 00:00:00,January 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9154079848,0.9154079848,2013-02-01 00:00:00,February 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.921861146,0.921861146,2013-03-01 00:00:00,March 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9203331945,0.9203331945,2013-04-01 00:00:00,April 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.91847603,0.91847603,2013-05-01 00:00:00,May 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9196266876,0.9196266876,2013-06-01 00:00:00,June 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9177030749,0.9177030749,2013-07-01 00:00:00,July 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9195219816,0.9195219816,2013-08-01 00:00:00,August 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9199200114,0.9199200114,2013-09-01 00:00:00,September 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9200860875,0.9200860875,2013-10-01 00:00:00,October 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9214898727,0.9214898727,2013-11-01 00:00:00,November 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9208613384,0.9208613384,2013-12-01 00:00:00,December 2013,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9200285731,0.9200285731,2014-01-01 00:00:00,January 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9222413289,0.9222413289,2014-02-01 00:00:00,February 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.928750566,0.928750566,2014-03-01 00:00:00,March 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9272356092,0.9272356092,2014-04-01 00:00:00,April 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9252393116,0.9252393116,2014-05-01 00:00:00,May 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9255014163,0.9255014163,2014-06-01 00:00:00,June 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9229620718,0.9229620718,2014-07-01 00:00:00,July 2014,0,0, ,%null%,0,"After 1 July 2014, a freeze on indexation to Schedule fees was introduced (known as the Medicare rebate freeze).",0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9244464395,0.9244464395,2014-08-01 00:00:00,August 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9245217515,0.9245217515,2014-09-01 00:00:00,September 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9254623395,0.9254623395,2014-10-01 00:00:00,October 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9268333533,0.9268333533,2014-11-01 00:00:00,November 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9248001496,0.9248001496,2014-12-01 00:00:00,December 2014,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9234673258,0.9234673258,2015-01-01 00:00:00,January 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.924120389,0.924120389,2015-02-01 00:00:00,February 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.926603137,0.926603137,2015-03-01 00:00:00,March 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9332182444,0.9332182444,2015-04-01 00:00:00,April 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9310424732,0.9310424732,2015-05-01 00:00:00,May 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9288695139,0.9288695139,2015-06-01 00:00:00,June 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9257963592,0.9257963592,2015-07-01 00:00:00,July 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9268574036,0.9268574036,2015-08-01 00:00:00,August 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9263198195,0.9263198195,2015-09-01 00:00:00,September 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9279209583,0.9279209583,2015-10-01 00:00:00,October 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9292949078,0.9292949078,2015-11-01 00:00:00,November 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9284741872,0.9284741872,2015-12-01 00:00:00,December 2015,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.929272771,0.929272771,2016-01-01 00:00:00,January 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9301226067,0.9301226067,2016-02-01 00:00:00,February 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9317737603,0.9317737603,2016-03-01 00:00:00,March 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9365268232,0.9365268232,2016-04-01 00:00:00,April 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9338295298,0.9338295298,2016-05-01 00:00:00,May 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9321736901,0.9321736901,2016-06-01 00:00:00,June 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9304448951,0.9304448951,2016-07-01 00:00:00,July 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9311587592,0.9311587592,2016-08-01 00:00:00,August 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9312073664,0.9312073664,2016-09-01 00:00:00,September 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9318413089,0.9318413089,2016-10-01 00:00:00,October 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9315074974,0.9315074974,2016-11-01 00:00:00,November 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9305790073,0.9305790073,2016-12-01 00:00:00,December 2016,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9289663706,0.9289663706,2017-01-01 00:00:00,January 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.93110499,0.93110499,2017-02-01 00:00:00,February 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9327920283,0.9327920283,2017-03-01 00:00:00,March 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.939759941,0.939759941,2017-04-01 00:00:00,April 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.935646677,0.935646677,2017-05-01 00:00:00,May 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9335400823,0.9335400823,2017-06-01 00:00:00,June 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.932936658,0.932936658,2017-07-01 00:00:00,July 2017,0,0, ,%null%,0,"From 1 July 2017, re-introduction of indexation of Schedule fees in a phased lifting approach commenced. However, indexation did not extend to all Medicare items.",0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9320702007,0.9320702007,2017-08-01 00:00:00,August 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9318087766,0.9318087766,2017-09-01 00:00:00,September 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9330656142,0.9330656142,2017-10-01 00:00:00,October 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9334639324,0.9334639324,2017-11-01 00:00:00,November 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.932335001,0.932335001,2017-12-01 00:00:00,December 2017,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9311817419,0.9311817419,2018-01-01 00:00:00,January 2018,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9323354667,0.9323354667,2018-02-01 00:00:00,February 2018,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9340575101,0.9340575101,2018-03-01 00:00:00,March 2018,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
1 (lowest socioeconomic area),Total,0,0.9375229341,0.9375229341,2018-04-01 00:00:00,April 2018,0,0, ,%null%,0,%null%,0,Quintile 1,%null%,Australia,0,0,0,0,0
