SEIFA series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(SEIFA series_tooltip)-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
3,Total,0,0.7718480564,0.7718480564,1993-05-01 00:00:00,May 1993,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7728597651,0.7728597651,1993-06-01 00:00:00,June 1993,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7733105601,0.7733105601,1993-07-01 00:00:00,July 1993,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7754102064,0.7754102064,1993-08-01 00:00:00,August 1993,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.778137573,0.778137573,1993-09-01 00:00:00,September 1993,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7828226511,0.7828226511,1993-10-01 00:00:00,October 1993,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.780334664,0.780334664,1993-11-01 00:00:00,November 1993,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7840595936,0.7840595936,1993-12-01 00:00:00,December 1993,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7875734229,0.7875734229,1994-01-01 00:00:00,January 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7882101953,0.7882101953,1994-02-01 00:00:00,February 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7935459103,0.7935459103,1994-03-01 00:00:00,March 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7975407105,0.7975407105,1994-04-01 00:00:00,April 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7913985822,0.7913985822,1994-05-01 00:00:00,May 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7900579005,0.7900579005,1994-06-01 00:00:00,June 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7946137461,0.7946137461,1994-07-01 00:00:00,July 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7905981342,0.7905981342,1994-08-01 00:00:00,August 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7927242453,0.7927242453,1994-09-01 00:00:00,September 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7977074965,0.7977074965,1994-10-01 00:00:00,October 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7980633413,0.7980633413,1994-11-01 00:00:00,November 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7992234012,0.7992234012,1994-12-01 00:00:00,December 1994,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8023366284,0.8023366284,1995-01-01 00:00:00,January 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8034673126,0.8034673126,1995-02-01 00:00:00,February 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8076455078,0.8076455078,1995-03-01 00:00:00,March 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8132696764,0.8132696764,1995-04-01 00:00:00,April 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8062220994,0.8062220994,1995-05-01 00:00:00,May 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8044049142,0.8044049142,1995-06-01 00:00:00,June 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8093527617,0.8093527617,1995-07-01 00:00:00,July 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8052582595,0.8052582595,1995-08-01 00:00:00,August 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8063543803,0.8063543803,1995-09-01 00:00:00,September 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.811104089,0.811104089,1995-10-01 00:00:00,October 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8101027298,0.8101027298,1995-11-01 00:00:00,November 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8128959441,0.8128959441,1995-12-01 00:00:00,December 1995,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.813281218,0.813281218,1996-01-01 00:00:00,January 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8156005303,0.8156005303,1996-02-01 00:00:00,February 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.821904299,0.821904299,1996-03-01 00:00:00,March 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8225151148,0.8225151148,1996-04-01 00:00:00,April 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.815652064,0.815652064,1996-05-01 00:00:00,May 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8188283256,0.8188283256,1996-06-01 00:00:00,June 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8138970984,0.8138970984,1996-07-01 00:00:00,July 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8142472772,0.8142472772,1996-08-01 00:00:00,August 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8164902437,0.8164902437,1996-09-01 00:00:00,September 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8194473221,0.8194473221,1996-10-01 00:00:00,October 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8167652514,0.8167652514,1996-11-01 00:00:00,November 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8161924947,0.8161924947,1996-12-01 00:00:00,December 1996,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8148704867,0.8148704867,1997-01-01 00:00:00,January 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8154932672,0.8154932672,1997-02-01 00:00:00,February 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8227957502,0.8227957502,1997-03-01 00:00:00,March 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8197260857,0.8197260857,1997-04-01 00:00:00,April 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8162643093,0.8162643093,1997-05-01 00:00:00,May 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8152829805,0.8152829805,1997-06-01 00:00:00,June 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8126356625,0.8126356625,1997-07-01 00:00:00,July 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8106948803,0.8106948803,1997-08-01 00:00:00,August 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8097222725,0.8097222725,1997-09-01 00:00:00,September 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8118681208,0.8118681208,1997-10-01 00:00:00,October 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8092103894,0.8092103894,1997-11-01 00:00:00,November 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8068776177,0.8068776177,1997-12-01 00:00:00,December 1997,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8081206104,0.8081206104,1998-01-01 00:00:00,January 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8080596956,0.8080596956,1998-02-01 00:00:00,February 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.811075115,0.811075115,1998-03-01 00:00:00,March 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8113401227,0.8113401227,1998-04-01 00:00:00,April 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8084518424,0.8084518424,1998-05-01 00:00:00,May 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8056458042,0.8056458042,1998-06-01 00:00:00,June 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8021059299,0.8021059299,1998-07-01 00:00:00,July 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8018501901,0.8018501901,1998-08-01 00:00:00,August 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8051317179,0.8051317179,1998-09-01 00:00:00,September 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8056271792,0.8056271792,1998-10-01 00:00:00,October 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.805368706,0.805368706,1998-11-01 00:00:00,November 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8046190122,0.8046190122,1998-12-01 00:00:00,December 1998,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.806860376,0.806860376,1999-01-01 00:00:00,January 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8056114563,0.8056114563,1999-02-01 00:00:00,February 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8115149579,0.8115149579,1999-03-01 00:00:00,March 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.809671861,0.809671861,1999-04-01 00:00:00,April 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8076987488,0.8076987488,1999-05-01 00:00:00,May 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8069574576,0.8069574576,1999-06-01 00:00:00,June 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.803352382,0.803352382,1999-07-01 00:00:00,July 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8010686978,0.8010686978,1999-08-01 00:00:00,August 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8021425743,0.8021425743,1999-09-01 00:00:00,September 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8039934,0.8039934,1999-10-01 00:00:00,October 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8019148453,0.8019148453,1999-11-01 00:00:00,November 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8014805182,0.8014805182,1999-12-01 00:00:00,December 1999,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8026516892,0.8026516892,2000-01-01 00:00:00,January 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8024790398,0.8024790398,2000-02-01 00:00:00,February 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8047773178,0.8047773178,2000-03-01 00:00:00,March 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8051286188,0.8051286188,2000-04-01 00:00:00,April 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8001295081,0.8001295081,2000-05-01 00:00:00,May 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.8007993177,0.8007993177,2000-06-01 00:00:00,June 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7965270727,0.7965270727,2000-07-01 00:00:00,July 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7932309759,0.7932309759,2000-08-01 00:00:00,August 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7891688284,0.7891688284,2000-09-01 00:00:00,September 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7921332013,0.7921332013,2000-10-01 00:00:00,October 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7898728389,0.7898728389,2000-11-01 00:00:00,November 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7884758943,0.7884758943,2000-12-01 00:00:00,December 2000,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7851628476,0.7851628476,2001-01-01 00:00:00,January 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7850300043,0.7850300043,2001-02-01 00:00:00,February 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7906792916,0.7906792916,2001-03-01 00:00:00,March 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7857934405,0.7857934405,2001-04-01 00:00:00,April 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7819929684,0.7819929684,2001-05-01 00:00:00,May 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7804957261,0.7804957261,2001-06-01 00:00:00,June 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7725751212,0.7725751212,2001-07-01 00:00:00,July 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7658031444,0.7658031444,2001-08-01 00:00:00,August 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7648928524,0.7648928524,2001-09-01 00:00:00,September 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.765139609,0.765139609,2001-10-01 00:00:00,October 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7601305943,0.7601305943,2001-11-01 00:00:00,November 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7570046769,0.7570046769,2001-12-01 00:00:00,December 2001,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7556390977,0.7556390977,2002-01-01 00:00:00,January 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7536485303,0.7536485303,2002-02-01 00:00:00,February 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7602071315,0.7602071315,2002-03-01 00:00:00,March 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7581595753,0.7581595753,2002-04-01 00:00:00,April 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7498632102,0.7498632102,2002-05-01 00:00:00,May 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7436180392,0.7436180392,2002-06-01 00:00:00,June 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7185154609,0.7185154609,2002-07-01 00:00:00,July 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7094372371,0.7094372371,2002-08-01 00:00:00,August 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7073872894,0.7073872894,2002-09-01 00:00:00,September 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.707660587,0.707660587,2002-10-01 00:00:00,October 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6992342913,0.6992342913,2002-11-01 00:00:00,November 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6950489665,0.6950489665,2002-12-01 00:00:00,December 2002,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6925039936,0.6925039936,2003-01-01 00:00:00,January 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6909329896,0.6909329896,2003-02-01 00:00:00,February 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6996851073,0.6996851073,2003-03-01 00:00:00,March 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6976228932,0.6976228932,2003-04-01 00:00:00,April 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6894815332,0.6894815332,2003-05-01 00:00:00,May 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6884058421,0.6884058421,2003-06-01 00:00:00,June 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6831200564,0.6831200564,2003-07-01 00:00:00,July 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6777794525,0.6777794525,2003-08-01 00:00:00,August 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6743098752,0.6743098752,2003-09-01 00:00:00,September 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6753455725,0.6753455725,2003-10-01 00:00:00,October 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6768955257,0.6768955257,2003-11-01 00:00:00,November 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6740779991,0.6740779991,2003-12-01 00:00:00,December 2003,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.6746473808,0.6746473808,2004-01-01 00:00:00,January 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7011649613,0.7011649613,2004-02-01 00:00:00,February 2004,0,0, ,%null%,0,"On 1 February 2004, the $4 billion Strengthening Medicare package in response to falling rates of bulk billing was introduced. Bulk billing incentives introduced for non-referred services involving children under 16 and concessional patients.",0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7233613987,0.7233613987,2004-03-01 00:00:00,March 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7212154308,0.7212154308,2004-04-01 00:00:00,April 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7278961044,0.7278961044,2004-05-01 00:00:00,May 2004,0,0, ,%null%,0,"On 1 May 2004, the introduction of additional bulk billing incentive item, 10991 to provide a higher incentive payment (compared to item 10990) for the bulk billing of children under 16 and concessional patients for attendances provided in regional, rural or remote areas, areas of health workforce shortage or the whole of Tasmania. Eligible areas have later been defined by Modified Monash areas.",0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7317475363,0.7317475363,2004-06-01 00:00:00,June 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7313136835,0.7313136835,2004-07-01 00:00:00,July 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7322860464,0.7322860464,2004-08-01 00:00:00,August 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7368916203,0.7368916203,2004-09-01 00:00:00,September 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.737149363,0.737149363,2004-10-01 00:00:00,October 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7395276427,0.7395276427,2004-11-01 00:00:00,November 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7438328176,0.7438328176,2004-12-01 00:00:00,December 2004,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7544509003,0.7544509003,2005-01-01 00:00:00,January 2005,0,0, ,%null%,0,"On 1 January 2005, rebates for non-hospital GP attendances increased to 100% of Schedule fee (not appliable to bulk billing incentive items). Also introduced was item 10992, which provided another incentive for the bulk billing of children under 16 and concessional patients receiving after-hours attendances provided in the areas defined under item 10991, in the specific case of the GP not being based in the eligible area, and therefore unable to claim item 10991.",0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7601144175,0.7601144175,2005-02-01 00:00:00,February 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.775176077,0.775176077,2005-03-01 00:00:00,March 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7755391179,0.7755391179,2005-04-01 00:00:00,April 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7727030737,0.7727030737,2005-05-01 00:00:00,May 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.770268617,0.770268617,2005-06-01 00:00:00,June 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7685827746,0.7685827746,2005-07-01 00:00:00,July 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7707028854,0.7707028854,2005-08-01 00:00:00,August 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7746170641,0.7746170641,2005-09-01 00:00:00,September 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7738203552,0.7738203552,2005-10-01 00:00:00,October 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7780769591,0.7780769591,2005-11-01 00:00:00,November 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7795392706,0.7795392706,2005-12-01 00:00:00,December 2005,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7751075244,0.7751075244,2006-01-01 00:00:00,January 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7813294541,0.7813294541,2006-02-01 00:00:00,February 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7936936198,0.7936936198,2006-03-01 00:00:00,March 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7957777008,0.7957777008,2006-04-01 00:00:00,April 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7906971086,0.7906971086,2006-05-01 00:00:00,May 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7940552341,0.7940552341,2006-06-01 00:00:00,June 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
3,Total,0,0.7913925623,0.7913925623,2006-07-01 00:00:00,July 2006,0,0, ,%null%,0,%null%,0,Quintile 3,%null%,Australia,0,0,0,0,0
