Series-alias,Series-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:Calculation_1582170853711380484:nk]-alias,Series (label)-alias,Series (label)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:Series (copy)_733805286280675329:nk]-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Series tooltip)-alias,ATTR(Series tooltip)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Series (copy)_147492889927708672:nk]-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,SUM(policy_event_ind)-alias
Aus,Aus,Aus,Aus,Total,Total,0.47724672,0.47724672,1984-02-01 00:00:00,February 1984,1991-12-01 00:00:00,December 1991, ,%null%,%null%,%null%,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.4929129647,0.4929129647,1984-03-01 00:00:00,March 1984,1992-01-01 00:00:00,January 1992, ,%null%,%null%,%null%,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5032815114,0.5032815114,1984-04-01 00:00:00,April 1984,1992-02-01 00:00:00,February 1992, ,%null%,%null%,%null%,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5078435112,0.5078435112,1984-05-01 00:00:00,May 1984,2004-02-01 00:00:00,February 2004, ,%null%,%null%,%null%,"On 1 February 2004, the $4 billion Strengthening Medicare package in response to falling rates of bulk billing was introduced. Bulk billing incentives introduced for non-referred services involving children under 16 and concessional patients.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.505431484,0.505431484,1984-06-01 00:00:00,June 1984,2004-05-01 00:00:00,May 2004, ,%null%,%null%,%null%,"On 1 May 2004, the introduction of additional bulk billing incentive item, 10991 to provide a higher incentive payment (compared to item 10990) for the bulk billing of children under 16 and concessional patients for attendances provided in regional, rural or remote areas, areas of health workforce shortage or the whole of Tasmania. Eligible areas have later been defined by Modified Monash areas.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.4995916633,0.4995916633,1984-07-01 00:00:00,July 1984,2005-01-01 00:00:00,January 2005, ,%null%,%null%,%null%,"On 1 January 2005, rebates for non-hospital GP attendances increased to 100% of Schedule fee (not appliable to bulk billing incentive items). Also introduced was item 10992, which provided another incentive for the bulk billing of children under 16 and concessional patients receiving after-hours attendances provided in the areas defined under item 10991, in the specific case of the GP not being based in the eligible area, and therefore unable to claim item 10991.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5040527859,0.5040527859,1984-08-01 00:00:00,August 1984,2014-07-01 00:00:00,July 2014, ,%null%,%null%,%null%,"After 1 July 2014, a freeze on indexation to Schedule fees was introduced (known as the Medicare rebate freeze).",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5143841473,0.5143841473,1984-09-01 00:00:00,September 1984,2017-07-01 00:00:00,July 2017, ,%null%,%null%,%null%,"From 1 July 2017, re-introduction of indexation of Schedule fees in a phased lifting approach commenced. However, indexation did not extend to all Medicare items.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5171264558,0.5171264558,1984-10-01 00:00:00,October 1984,2020-03-01 00:00:00,March 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5218392407,0.5218392407,1984-11-01 00:00:00,November 1984,2020-04-01 00:00:00,April 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5280240934,0.5280240934,1984-12-01 00:00:00,December 1984,2020-05-01 00:00:00,May 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5390508644,0.5390508644,1985-01-01 00:00:00,January 1985,2020-06-01 00:00:00,June 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5402292842,0.5402292842,1985-02-01 00:00:00,February 1985,2020-07-01 00:00:00,July 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5386272651,0.5386272651,1985-03-01 00:00:00,March 1985,2020-08-01 00:00:00,August 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5411319268,0.5411319268,1985-04-01 00:00:00,April 1985,2020-09-01 00:00:00,September 2020, ,%null%,%null%,%null%,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5406798015,0.5406798015,1985-05-01 00:00:00,May 1985,2021-02-01 00:00:00,February 2021, ,%null%,%null%,%null%,"On 26 February 2021 GP attendance items were introduced for assessing a patient's suitability for a COVID-19 vaccine. It is a requirement that these items are bulk billed. In addition, bulk billing incentives are not payable for these items.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5371128676,0.5371128676,1985-06-01 00:00:00,June 1985,2023-11-01 00:00:00,November 2023, ,%null%,%null%,%null%,"On 1 November 2023, new bulk billing items with higher incentive payments were introduced for certain types of GP consultations outside of hospital, for children under 16 and concessional patients. These payments are triple the amount of existing standard bulk billing incentive payments. In addition, the standard bulk billing incentive payments continue to be available for the remaining types of GP consultations.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5318451809,0.5318451809,1985-07-01 00:00:00,July 1985,2025-07-01 00:00:00,July 2025, ,%null%,%null%,%null%,"On 1 July 2025, COVID-19 vaccine support items were removed from the MBS. These were items claimed by GPs to assess a patient's suitability for the COVID-19 vaccine, and were removed to bring the MBS treatment of COVID-19 vaccines in line with other vaccines. GPs will be able to use general attendance items when providing COVID-19 vaccine support services.",In Aus,In Aus,Australia,Australia,2.000
Aus,Aus,Aus,Aus,Total,Total,0.5352505483,0.5352505483,1985-08-01 00:00:00,August 1985,2025-11-01 00:00:00,November 2025, ,%null%,%null%,%null%,"On 1 November 2025, bulk billing incentives, previously only eligible for patients under 16 years of age or who were a Commonwealth concession cardholder, were expanded to all Medicare-eligible patients when bulk billed.",In Aus,In Aus,Australia,Australia,2.000
Aus,0,Aus,0,Total,0,0.5495970161,0.5495970161,1985-09-01 00:00:00,September 1985,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5522181997,0.5522181997,1985-10-01 00:00:00,October 1985,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5579786882,0.5579786882,1985-11-01 00:00:00,November 1985,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5639988078,0.5639988078,1985-12-01 00:00:00,December 1985,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5770705057,0.5770705057,1986-01-01 00:00:00,January 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5791246928,0.5791246928,1986-02-01 00:00:00,February 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5805792878,0.5805792878,1986-03-01 00:00:00,March 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.581853642,0.581853642,1986-04-01 00:00:00,April 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5798630812,0.5798630812,1986-05-01 00:00:00,May 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5791596742,0.5791596742,1986-06-01 00:00:00,June 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.576157358,0.576157358,1986-07-01 00:00:00,July 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5742288549,0.5742288549,1986-08-01 00:00:00,August 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.583745142,0.583745142,1986-09-01 00:00:00,September 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5877316628,0.5877316628,1986-10-01 00:00:00,October 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.591244804,0.591244804,1986-11-01 00:00:00,November 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5990049774,0.5990049774,1986-12-01 00:00:00,December 1986,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6088309347,0.6088309347,1987-01-01 00:00:00,January 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6114862918,0.6114862918,1987-02-01 00:00:00,February 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.61419963,0.61419963,1987-03-01 00:00:00,March 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6226381587,0.6226381587,1987-04-01 00:00:00,April 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6183176463,0.6183176463,1987-05-01 00:00:00,May 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6153995273,0.6153995273,1987-06-01 00:00:00,June 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6141631489,0.6141631489,1987-07-01 00:00:00,July 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.5993793121,0.5993793121,1987-08-01 00:00:00,August 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.608285818,0.608285818,1987-09-01 00:00:00,September 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6167530399,0.6167530399,1987-10-01 00:00:00,October 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6153618542,0.6153618542,1987-11-01 00:00:00,November 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6196454967,0.6196454967,1987-12-01 00:00:00,December 1987,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6303731405,0.6303731405,1988-01-01 00:00:00,January 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6275476039,0.6275476039,1988-02-01 00:00:00,February 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6323134788,0.6323134788,1988-03-01 00:00:00,March 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6361637967,0.6361637967,1988-04-01 00:00:00,April 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6333800147,0.6333800147,1988-05-01 00:00:00,May 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6357221706,0.6357221706,1988-06-01 00:00:00,June 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6239353642,0.6239353642,1988-07-01 00:00:00,July 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6286098204,0.6286098204,1988-08-01 00:00:00,August 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6400534623,0.6400534623,1988-09-01 00:00:00,September 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6434618769,0.6434618769,1988-10-01 00:00:00,October 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6456463604,0.6456463604,1988-11-01 00:00:00,November 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.648666114,0.648666114,1988-12-01 00:00:00,December 1988,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6559878386,0.6559878386,1989-01-01 00:00:00,January 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6556443976,0.6556443976,1989-02-01 00:00:00,February 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6599630608,0.6599630608,1989-03-01 00:00:00,March 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.662853588,0.662853588,1989-04-01 00:00:00,April 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6589724689,0.6589724689,1989-05-01 00:00:00,May 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6608471507,0.6608471507,1989-06-01 00:00:00,June 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6584484511,0.6584484511,1989-07-01 00:00:00,July 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6522787856,0.6522787856,1989-08-01 00:00:00,August 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6598589383,0.6598589383,1989-09-01 00:00:00,September 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6662252902,0.6662252902,1989-10-01 00:00:00,October 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.666513122,0.666513122,1989-11-01 00:00:00,November 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6712964789,0.6712964789,1989-12-01 00:00:00,December 1989,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6758204183,0.6758204183,1990-01-01 00:00:00,January 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6795983042,0.6795983042,1990-02-01 00:00:00,February 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6845691992,0.6845691992,1990-03-01 00:00:00,March 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6886097772,0.6886097772,1990-04-01 00:00:00,April 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6849321089,0.6849321089,1990-05-01 00:00:00,May 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.686216897,0.686216897,1990-06-01 00:00:00,June 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6880267852,0.6880267852,1990-07-01 00:00:00,July 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6873905471,0.6873905471,1990-08-01 00:00:00,August 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.693128343,0.693128343,1990-09-01 00:00:00,September 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7003070012,0.7003070012,1990-10-01 00:00:00,October 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6961639446,0.6961639446,1990-11-01 00:00:00,November 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7037379301,0.7037379301,1990-12-01 00:00:00,December 1990,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7091835071,0.7091835071,1991-01-01 00:00:00,January 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7122470475,0.7122470475,1991-02-01 00:00:00,February 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7201233184,0.7201233184,1991-03-01 00:00:00,March 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.722367918,0.722367918,1991-04-01 00:00:00,April 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7193362059,0.7193362059,1991-05-01 00:00:00,May 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.724219503,0.724219503,1991-06-01 00:00:00,June 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7244779649,0.7244779649,1991-07-01 00:00:00,July 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7228370833,0.7228370833,1991-08-01 00:00:00,August 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7233533575,0.7233533575,1991-09-01 00:00:00,September 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7277396714,0.7277396714,1991-10-01 00:00:00,October 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7268974974,0.7268974974,1991-11-01 00:00:00,November 1991,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6909458854,0.6909458854,1991-12-01 00:00:00,December 1991,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.6975606984,0.6975606984,1992-01-01 00:00:00,January 1992,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7064462438,0.7064462438,1992-02-01 00:00:00,February 1992,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7257503271,0.7257503271,1992-03-01 00:00:00,March 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7324330873,0.7324330873,1992-04-01 00:00:00,April 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7296536226,0.7296536226,1992-05-01 00:00:00,May 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7270614227,0.7270614227,1992-06-01 00:00:00,June 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7296507241,0.7296507241,1992-07-01 00:00:00,July 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7306767297,0.7306767297,1992-08-01 00:00:00,August 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7346414517,0.7346414517,1992-09-01 00:00:00,September 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7381911456,0.7381911456,1992-10-01 00:00:00,October 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7408407717,0.7408407717,1992-11-01 00:00:00,November 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7441522529,0.7441522529,1992-12-01 00:00:00,December 1992,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7442273006,0.7442273006,1993-01-01 00:00:00,January 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7472406499,0.7472406499,1993-02-01 00:00:00,February 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7539803035,0.7539803035,1993-03-01 00:00:00,March 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7592469322,0.7592469322,1993-04-01 00:00:00,April 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7574428234,0.7574428234,1993-05-01 00:00:00,May 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7577570903,0.7577570903,1993-06-01 00:00:00,June 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7585023653,0.7585023653,1993-07-01 00:00:00,July 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7591438204,0.7591438204,1993-08-01 00:00:00,August 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7625495104,0.7625495104,1993-09-01 00:00:00,September 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7683351279,0.7683351279,1993-10-01 00:00:00,October 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7669612739,0.7669612739,1993-11-01 00:00:00,November 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7700134057,0.7700134057,1993-12-01 00:00:00,December 1993,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
