Age group series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
16 - 64,Total,0,0.647290266,0.647290266,2003-06-01 00:00:00,June 2003,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6394259436,0.6394259436,2003-07-01 00:00:00,July 2003,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6343185541,0.6343185541,2003-08-01 00:00:00,August 2003,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6310783518,0.6310783518,2003-09-01 00:00:00,September 2003,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6326857153,0.6326857153,2003-10-01 00:00:00,October 2003,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6336933729,0.6336933729,2003-11-01 00:00:00,November 2003,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6292238981,0.6292238981,2003-12-01 00:00:00,December 2003,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6292496661,0.6292496661,2004-01-01 00:00:00,January 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.644075721,0.644075721,2004-02-01 00:00:00,February 2004,0,0, ,%null%,0,"On 1 February 2004, the $4 billion Strengthening Medicare package in response to falling rates of bulk billing was introduced. Bulk billing incentives introduced for non-referred services involving children under 16 and concessional patients.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6569069774,0.6569069774,2004-03-01 00:00:00,March 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6554251713,0.6554251713,2004-04-01 00:00:00,April 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.660180559,0.660180559,2004-05-01 00:00:00,May 2004,0,0, ,%null%,0,"On 1 May 2004, the introduction of additional bulk billing incentive item, 10991 to provide a higher incentive payment (compared to item 10990) for the bulk billing of children under 16 and concessional patients for attendances provided in regional, rural or remote areas, areas of health workforce shortage or the whole of Tasmania. Eligible areas have later been defined by Modified Monash areas.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.659525603,0.659525603,2004-06-01 00:00:00,June 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6569569677,0.6569569677,2004-07-01 00:00:00,July 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6570603545,0.6570603545,2004-08-01 00:00:00,August 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6591773263,0.6591773263,2004-09-01 00:00:00,September 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6610100458,0.6610100458,2004-10-01 00:00:00,October 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6617507826,0.6617507826,2004-11-01 00:00:00,November 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6632511863,0.6632511863,2004-12-01 00:00:00,December 2004,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6719145636,0.6719145636,2005-01-01 00:00:00,January 2005,0,0, ,%null%,0,"On 1 January 2005, rebates for non-hospital GP attendances increased to 100% of Schedule fee (not appliable to bulk billing incentive items). Also introduced was item 10992, which provided another incentive for the bulk billing of children under 16 and concessional patients receiving after-hours attendances provided in the areas defined under item 10991, in the specific case of the GP not being based in the eligible area, and therefore unable to claim item 10991.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6781341751,0.6781341751,2005-02-01 00:00:00,February 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6904035809,0.6904035809,2005-03-01 00:00:00,March 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6905147682,0.6905147682,2005-04-01 00:00:00,April 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6889895043,0.6889895043,2005-05-01 00:00:00,May 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6847523852,0.6847523852,2005-06-01 00:00:00,June 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6820256608,0.6820256608,2005-07-01 00:00:00,July 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6816685986,0.6816685986,2005-08-01 00:00:00,August 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6873497249,0.6873497249,2005-09-01 00:00:00,September 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6873326267,0.6873326267,2005-10-01 00:00:00,October 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6910725139,0.6910725139,2005-11-01 00:00:00,November 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6911570766,0.6911570766,2005-12-01 00:00:00,December 2005,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6892728584,0.6892728584,2006-01-01 00:00:00,January 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6962361406,0.6962361406,2006-02-01 00:00:00,February 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7060290948,0.7060290948,2006-03-01 00:00:00,March 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.709654865,0.709654865,2006-04-01 00:00:00,April 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7043709324,0.7043709324,2006-05-01 00:00:00,May 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7055066715,0.7055066715,2006-06-01 00:00:00,June 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7034590019,0.7034590019,2006-07-01 00:00:00,July 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7028901333,0.7028901333,2006-08-01 00:00:00,August 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7081530425,0.7081530425,2006-09-01 00:00:00,September 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7078231502,0.7078231502,2006-10-01 00:00:00,October 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7117847621,0.7117847621,2006-11-01 00:00:00,November 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.714085615,0.714085615,2006-12-01 00:00:00,December 2006,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7120860676,0.7120860676,2007-01-01 00:00:00,January 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7175537884,0.7175537884,2007-02-01 00:00:00,February 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7265983933,0.7265983933,2007-03-01 00:00:00,March 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.726896194,0.726896194,2007-04-01 00:00:00,April 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7235203604,0.7235203604,2007-05-01 00:00:00,May 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.723901641,0.723901641,2007-06-01 00:00:00,June 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7201274935,0.7201274935,2007-07-01 00:00:00,July 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.716859732,0.716859732,2007-08-01 00:00:00,August 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7212064207,0.7212064207,2007-09-01 00:00:00,September 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7230575095,0.7230575095,2007-10-01 00:00:00,October 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7251829942,0.7251829942,2007-11-01 00:00:00,November 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7257104577,0.7257104577,2007-12-01 00:00:00,December 2007,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7249161427,0.7249161427,2008-01-01 00:00:00,January 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7298790301,0.7298790301,2008-02-01 00:00:00,February 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7368214063,0.7368214063,2008-03-01 00:00:00,March 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7360271186,0.7360271186,2008-04-01 00:00:00,April 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7327247702,0.7327247702,2008-05-01 00:00:00,May 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7309279674,0.7309279674,2008-06-01 00:00:00,June 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7286704182,0.7286704182,2008-07-01 00:00:00,July 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7264705577,0.7264705577,2008-08-01 00:00:00,August 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7250619886,0.7250619886,2008-09-01 00:00:00,September 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.730204189,0.730204189,2008-10-01 00:00:00,October 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7347217637,0.7347217637,2008-11-01 00:00:00,November 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.728517696,0.728517696,2008-12-01 00:00:00,December 2008,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7317354606,0.7317354606,2009-01-01 00:00:00,January 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7390350621,0.7390350621,2009-02-01 00:00:00,February 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7477345088,0.7477345088,2009-03-01 00:00:00,March 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7468853264,0.7468853264,2009-04-01 00:00:00,April 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7405865995,0.7405865995,2009-05-01 00:00:00,May 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7355171533,0.7355171533,2009-06-01 00:00:00,June 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7270712038,0.7270712038,2009-07-01 00:00:00,July 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7243480916,0.7243480916,2009-08-01 00:00:00,August 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7278948307,0.7278948307,2009-09-01 00:00:00,September 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7404226773,0.7404226773,2009-10-01 00:00:00,October 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7378486932,0.7378486932,2009-11-01 00:00:00,November 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7331623321,0.7331623321,2009-12-01 00:00:00,December 2009,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7335040594,0.7335040594,2010-01-01 00:00:00,January 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7380314772,0.7380314772,2010-02-01 00:00:00,February 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7440586991,0.7440586991,2010-03-01 00:00:00,March 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7464487527,0.7464487527,2010-04-01 00:00:00,April 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7430990452,0.7430990452,2010-05-01 00:00:00,May 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7413058578,0.7413058578,2010-06-01 00:00:00,June 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7375831474,0.7375831474,2010-07-01 00:00:00,July 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7357145634,0.7357145634,2010-08-01 00:00:00,August 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7363847082,0.7363847082,2010-09-01 00:00:00,September 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7392588481,0.7392588481,2010-10-01 00:00:00,October 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7388791411,0.7388791411,2010-11-01 00:00:00,November 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7392725923,0.7392725923,2010-12-01 00:00:00,December 2010,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7408980487,0.7408980487,2011-01-01 00:00:00,January 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7450492738,0.7450492738,2011-02-01 00:00:00,February 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7520868675,0.7520868675,2011-03-01 00:00:00,March 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7571277126,0.7571277126,2011-04-01 00:00:00,April 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7539429231,0.7539429231,2011-05-01 00:00:00,May 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7532848658,0.7532848658,2011-06-01 00:00:00,June 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7508151373,0.7508151373,2011-07-01 00:00:00,July 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7491004999,0.7491004999,2011-08-01 00:00:00,August 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7517710946,0.7517710946,2011-09-01 00:00:00,September 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7546572532,0.7546572532,2011-10-01 00:00:00,October 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7519002491,0.7519002491,2011-11-01 00:00:00,November 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7532203156,0.7532203156,2011-12-01 00:00:00,December 2011,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7527846709,0.7527846709,2012-01-01 00:00:00,January 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7576661824,0.7576661824,2012-02-01 00:00:00,February 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7684214875,0.7684214875,2012-03-01 00:00:00,March 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7690124225,0.7690124225,2012-04-01 00:00:00,April 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7669555286,0.7669555286,2012-05-01 00:00:00,May 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7674550131,0.7674550131,2012-06-01 00:00:00,June 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7614449059,0.7614449059,2012-07-01 00:00:00,July 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7625061668,0.7625061668,2012-08-01 00:00:00,August 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7683599802,0.7683599802,2012-09-01 00:00:00,September 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7668748071,0.7668748071,2012-10-01 00:00:00,October 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.769143602,0.769143602,2012-11-01 00:00:00,November 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7692646666,0.7692646666,2012-12-01 00:00:00,December 2012,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7686206459,0.7686206459,2013-01-01 00:00:00,January 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7729761013,0.7729761013,2013-02-01 00:00:00,February 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.784807916,0.784807916,2013-03-01 00:00:00,March 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7830075839,0.7830075839,2013-04-01 00:00:00,April 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7795557857,0.7795557857,2013-05-01 00:00:00,May 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7804606389,0.7804606389,2013-06-01 00:00:00,June 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7769756996,0.7769756996,2013-07-01 00:00:00,July 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7772262797,0.7772262797,2013-08-01 00:00:00,August 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7806663664,0.7806663664,2013-09-01 00:00:00,September 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7806319769,0.7806319769,2013-10-01 00:00:00,October 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7845043426,0.7845043426,2013-11-01 00:00:00,November 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7828188928,0.7828188928,2013-12-01 00:00:00,December 2013,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7835105876,0.7835105876,2014-01-01 00:00:00,January 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7890526856,0.7890526856,2014-02-01 00:00:00,February 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8008899725,0.8008899725,2014-03-01 00:00:00,March 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8000230093,0.8000230093,2014-04-01 00:00:00,April 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7950121464,0.7950121464,2014-05-01 00:00:00,May 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7948277958,0.7948277958,2014-06-01 00:00:00,June 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7917990159,0.7917990159,2014-07-01 00:00:00,July 2014,0,0, ,%null%,0,"After 1 July 2014, a freeze on indexation to Schedule fees was introduced (known as the Medicare rebate freeze).",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7928157677,0.7928157677,2014-08-01 00:00:00,August 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7944758843,0.7944758843,2014-09-01 00:00:00,September 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.796254263,0.796254263,2014-10-01 00:00:00,October 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.798153608,0.798153608,2014-11-01 00:00:00,November 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7942374331,0.7942374331,2014-12-01 00:00:00,December 2014,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7928700052,0.7928700052,2015-01-01 00:00:00,January 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7943643691,0.7943643691,2015-02-01 00:00:00,February 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8010283807,0.8010283807,2015-03-01 00:00:00,March 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8111576831,0.8111576831,2015-04-01 00:00:00,April 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8089109428,0.8089109428,2015-05-01 00:00:00,May 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8042922014,0.8042922014,2015-06-01 00:00:00,June 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7997970909,0.7997970909,2015-07-01 00:00:00,July 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8007603112,0.8007603112,2015-08-01 00:00:00,August 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8025280447,0.8025280447,2015-09-01 00:00:00,September 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8053185382,0.8053185382,2015-10-01 00:00:00,October 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.8070478808,0.8070478808,2015-11-01 00:00:00,November 2015,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
