Age group series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
0 - 15,Total,0,0.7491859219,0.7491859219,2004-03-01 00:00:00,March 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7533687596,0.7533687596,2004-04-01 00:00:00,April 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7612043932,0.7612043932,2004-05-01 00:00:00,May 2004,0,0, ,%null%,0,"On 1 May 2004, the introduction of additional bulk billing incentive item, 10991 to provide a higher incentive payment (compared to item 10990) for the bulk billing of children under 16 and concessional patients for attendances provided in regional, rural or remote areas, areas of health workforce shortage or the whole of Tasmania. Eligible areas have later been defined by Modified Monash areas.",0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.763795227,0.763795227,2004-06-01 00:00:00,June 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7698046002,0.7698046002,2004-07-01 00:00:00,July 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7711529769,0.7711529769,2004-08-01 00:00:00,August 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7771368989,0.7771368989,2004-09-01 00:00:00,September 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7782826023,0.7782826023,2004-10-01 00:00:00,October 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7837792179,0.7837792179,2004-11-01 00:00:00,November 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7814833421,0.7814833421,2004-12-01 00:00:00,December 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8107485173,0.8107485173,2005-01-01 00:00:00,January 2005,0,0, ,%null%,0,"On 1 January 2005, rebates for non-hospital GP attendances increased to 100% of Schedule fee (not appliable to bulk billing incentive items). Also introduced was item 10992, which provided another incentive for the bulk billing of children under 16 and concessional patients receiving after-hours attendances provided in the areas defined under item 10991, in the specific case of the GP not being based in the eligible area, and therefore unable to claim item 10991.",0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8127941164,0.8127941164,2005-02-01 00:00:00,February 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8167023078,0.8167023078,2005-03-01 00:00:00,March 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8212500483,0.8212500483,2005-04-01 00:00:00,April 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8210029948,0.8210029948,2005-05-01 00:00:00,May 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8177824576,0.8177824576,2005-06-01 00:00:00,June 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8170627975,0.8170627975,2005-07-01 00:00:00,July 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8180406736,0.8180406736,2005-08-01 00:00:00,August 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8233789439,0.8233789439,2005-09-01 00:00:00,September 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8232296802,0.8232296802,2005-10-01 00:00:00,October 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8265512086,0.8265512086,2005-11-01 00:00:00,November 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8229731669,0.8229731669,2005-12-01 00:00:00,December 2005,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8301021637,0.8301021637,2006-01-01 00:00:00,January 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8327085048,0.8327085048,2006-02-01 00:00:00,February 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8377787885,0.8377787885,2006-03-01 00:00:00,March 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.838085462,0.838085462,2006-04-01 00:00:00,April 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8384791424,0.8384791424,2006-05-01 00:00:00,May 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8389306219,0.8389306219,2006-06-01 00:00:00,June 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8373527208,0.8373527208,2006-07-01 00:00:00,July 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8370547038,0.8370547038,2006-08-01 00:00:00,August 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8411314208,0.8411314208,2006-09-01 00:00:00,September 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8439224811,0.8439224811,2006-10-01 00:00:00,October 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8476017814,0.8476017814,2006-11-01 00:00:00,November 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8447007451,0.8447007451,2006-12-01 00:00:00,December 2006,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8517331542,0.8517331542,2007-01-01 00:00:00,January 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8524132987,0.8524132987,2007-02-01 00:00:00,February 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.855071116,0.855071116,2007-03-01 00:00:00,March 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.855084768,0.855084768,2007-04-01 00:00:00,April 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8541930739,0.8541930739,2007-05-01 00:00:00,May 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8526159502,0.8526159502,2007-06-01 00:00:00,June 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8527852917,0.8527852917,2007-07-01 00:00:00,July 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.84846876,0.84846876,2007-08-01 00:00:00,August 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8508361213,0.8508361213,2007-09-01 00:00:00,September 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.853350566,0.853350566,2007-10-01 00:00:00,October 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8545205164,0.8545205164,2007-11-01 00:00:00,November 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8501757714,0.8501757714,2007-12-01 00:00:00,December 2007,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8586432823,0.8586432823,2008-01-01 00:00:00,January 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.859447022,0.859447022,2008-02-01 00:00:00,February 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8594391723,0.8594391723,2008-03-01 00:00:00,March 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8648587982,0.8648587982,2008-04-01 00:00:00,April 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8634137088,0.8634137088,2008-05-01 00:00:00,May 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8616937628,0.8616937628,2008-06-01 00:00:00,June 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8626263506,0.8626263506,2008-07-01 00:00:00,July 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8580752599,0.8580752599,2008-08-01 00:00:00,August 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8589401252,0.8589401252,2008-09-01 00:00:00,September 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8640172712,0.8640172712,2008-10-01 00:00:00,October 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8648685666,0.8648685666,2008-11-01 00:00:00,November 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8614383622,0.8614383622,2008-12-01 00:00:00,December 2008,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8678647311,0.8678647311,2009-01-01 00:00:00,January 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8685858586,0.8685858586,2009-02-01 00:00:00,February 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8723875976,0.8723875976,2009-03-01 00:00:00,March 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8765166468,0.8765166468,2009-04-01 00:00:00,April 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8740315869,0.8740315869,2009-05-01 00:00:00,May 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8734413849,0.8734413849,2009-06-01 00:00:00,June 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8672865651,0.8672865651,2009-07-01 00:00:00,July 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8624084422,0.8624084422,2009-08-01 00:00:00,August 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8661376403,0.8661376403,2009-09-01 00:00:00,September 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8703240598,0.8703240598,2009-10-01 00:00:00,October 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8697801554,0.8697801554,2009-11-01 00:00:00,November 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8701375502,0.8701375502,2009-12-01 00:00:00,December 2009,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8794968432,0.8794968432,2010-01-01 00:00:00,January 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8809588168,0.8809588168,2010-02-01 00:00:00,February 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8833768733,0.8833768733,2010-03-01 00:00:00,March 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8869093936,0.8869093936,2010-04-01 00:00:00,April 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8790122119,0.8790122119,2010-05-01 00:00:00,May 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8761863152,0.8761863152,2010-06-01 00:00:00,June 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8739936059,0.8739936059,2010-07-01 00:00:00,July 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8713319761,0.8713319761,2010-08-01 00:00:00,August 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.873143819,0.873143819,2010-09-01 00:00:00,September 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8745427812,0.8745427812,2010-10-01 00:00:00,October 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8740379215,0.8740379215,2010-11-01 00:00:00,November 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8739392188,0.8739392188,2010-12-01 00:00:00,December 2010,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8780877446,0.8780877446,2011-01-01 00:00:00,January 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8774742287,0.8774742287,2011-02-01 00:00:00,February 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8793434381,0.8793434381,2011-03-01 00:00:00,March 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8810019111,0.8810019111,2011-04-01 00:00:00,April 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8823258732,0.8823258732,2011-05-01 00:00:00,May 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8810553725,0.8810553725,2011-06-01 00:00:00,June 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.881128437,0.881128437,2011-07-01 00:00:00,July 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8800013077,0.8800013077,2011-08-01 00:00:00,August 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8817100516,0.8817100516,2011-09-01 00:00:00,September 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8852943706,0.8852943706,2011-10-01 00:00:00,October 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8849558253,0.8849558253,2011-11-01 00:00:00,November 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8828082005,0.8828082005,2011-12-01 00:00:00,December 2011,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8870274867,0.8870274867,2012-01-01 00:00:00,January 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8869290847,0.8869290847,2012-02-01 00:00:00,February 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8888810061,0.8888810061,2012-03-01 00:00:00,March 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8911908209,0.8911908209,2012-04-01 00:00:00,April 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8920100443,0.8920100443,2012-05-01 00:00:00,May 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8900612007,0.8900612007,2012-06-01 00:00:00,June 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.887458804,0.887458804,2012-07-01 00:00:00,July 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.887768763,0.887768763,2012-08-01 00:00:00,August 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8901350323,0.8901350323,2012-09-01 00:00:00,September 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8908892163,0.8908892163,2012-10-01 00:00:00,October 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8918255148,0.8918255148,2012-11-01 00:00:00,November 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8884980139,0.8884980139,2012-12-01 00:00:00,December 2012,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.894335728,0.894335728,2013-01-01 00:00:00,January 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8946168618,0.8946168618,2013-02-01 00:00:00,February 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8975718854,0.8975718854,2013-03-01 00:00:00,March 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9020127886,0.9020127886,2013-04-01 00:00:00,April 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8985646037,0.8985646037,2013-05-01 00:00:00,May 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8968918238,0.8968918238,2013-06-01 00:00:00,June 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8972167394,0.8972167394,2013-07-01 00:00:00,July 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8968601228,0.8968601228,2013-08-01 00:00:00,August 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.898215945,0.898215945,2013-09-01 00:00:00,September 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9000747804,0.9000747804,2013-10-01 00:00:00,October 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9004817097,0.9004817097,2013-11-01 00:00:00,November 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8987646916,0.8987646916,2013-12-01 00:00:00,December 2013,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9027809637,0.9027809637,2014-01-01 00:00:00,January 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9022971578,0.9022971578,2014-02-01 00:00:00,February 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9059530559,0.9059530559,2014-03-01 00:00:00,March 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9081158885,0.9081158885,2014-04-01 00:00:00,April 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9067101207,0.9067101207,2014-05-01 00:00:00,May 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9066302184,0.9066302184,2014-06-01 00:00:00,June 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9067892429,0.9067892429,2014-07-01 00:00:00,July 2014,0,0, ,%null%,0,"After 1 July 2014, a freeze on indexation to Schedule fees was introduced (known as the Medicare rebate freeze).",0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9064548516,0.9064548516,2014-08-01 00:00:00,August 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9084937336,0.9084937336,2014-09-01 00:00:00,September 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9100504239,0.9100504239,2014-10-01 00:00:00,October 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9110384374,0.9110384374,2014-11-01 00:00:00,November 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9090225638,0.9090225638,2014-12-01 00:00:00,December 2014,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9103401818,0.9103401818,2015-01-01 00:00:00,January 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9109173727,0.9109173727,2015-02-01 00:00:00,February 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.913394501,0.913394501,2015-03-01 00:00:00,March 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9181246259,0.9181246259,2015-04-01 00:00:00,April 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9171129945,0.9171129945,2015-05-01 00:00:00,May 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9160016957,0.9160016957,2015-06-01 00:00:00,June 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9140068509,0.9140068509,2015-07-01 00:00:00,July 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9142885739,0.9142885739,2015-08-01 00:00:00,August 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9153795838,0.9153795838,2015-09-01 00:00:00,September 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9156258445,0.9156258445,2015-10-01 00:00:00,October 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9168012909,0.9168012909,2015-11-01 00:00:00,November 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9161582566,0.9161582566,2015-12-01 00:00:00,December 2015,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9196988955,0.9196988955,2016-01-01 00:00:00,January 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9192335653,0.9192335653,2016-02-01 00:00:00,February 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9210009251,0.9210009251,2016-03-01 00:00:00,March 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9248510055,0.9248510055,2016-04-01 00:00:00,April 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9242039974,0.9242039974,2016-05-01 00:00:00,May 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9232226984,0.9232226984,2016-06-01 00:00:00,June 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9217269154,0.9217269154,2016-07-01 00:00:00,July 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9216216393,0.9216216393,2016-08-01 00:00:00,August 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.9223995003,0.9223995003,2016-09-01 00:00:00,September 2016,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
